,equal_returns,industry_returns,NIFTY_returns
455,105694.5311164856,83510.02360582352,123512.5
456,106020.06105804443,84141.25726938248,124720.498046875
457,109607.97075653076,86205.00337076187,125838.49609375
458,108761.37088394165,85441.83372545242,125778.49609375
459,110716.15143585205,86395.42725229263,127392.998046875
460,109057.91147232056,85489.97038316727,127322.001953125
461,108918.82130813599,85218.78724718094,127504.501953125
462,111696.49993896484,86693.53004598618,128120.99609375
463,111030.16915130615,85832.69650697708,128065.498046875
464,113573.06039428711,86903.2135643959,129300.498046875
465,117796.41233444214,88761.94118452072,129452.001953125
466,120753.99996948242,90467.86987733841,128954.501953125
467,122694.65031051636,92348.5167312622,128637.001953125
468,124149.40037155151,92436.68012523651,127367.998046875
469,124474.27980804443,91903.63339781761,125105.498046875
470,130053.7103805542,95393.18688702583,125617.001953125
471,131414.33013916016,96312.79656386375,127532.001953125
472,133215.88215637207,98202.2840089798,128658.49609375
473,130747.35108184814,96445.71355986595,124794.00390625
474,132722.02187347412,98167.7810792923,126662.998046875
475,135079.99919891357,99553.43961119652,128174.00390625
476,139621.35201263428,101732.59766888618,130627.998046875
477,139818.042427063,101706.64109897614,129868.49609375
478,141104.10997009277,102245.57038235664,128370.0
479,144898.64986419678,105116.48310661316,128569.501953125
480,141921.60095214844,102977.72082948685,129152.001953125
481,142689.25093078613,103358.01743078232,129893.49609375
482,142357.24285125732,103029.00114297867,128919.00390625
483,141586.98888397217,102267.92279148102,128081.50390625
484,141738.27975463867,102742.36932945251,128107.001953125
485,138177.1604537964,100630.95314979553,126179.00390625
486,135276.97951507568,98587.32962226868,124724.501953125
487,134870.09112548828,98899.6207485199,126125.0
488,138506.7701034546,100637.87666130066,126365.99609375
489,142415.2120513916,102551.42772388458,127152.998046875
490,141192.9217529297,101679.30064249039,124952.001953125
491,137010.42152786255,99038.71720552444,122912.998046875
492,139363.6927909851,99884.5382604599,124469.00390625
493,140857.461227417,100633.5205821991,126859.00390625
494,140857.461227417,100633.5205821991,126117.001953125
495,145122.1132736206,103299.05287742615,127770.0
496,142210.55295562744,101760.70599937439,125965.99609375
497,143467.9967803955,102581.15299797058,126560.99609375
498,144322.08213806152,103286.36284828186,127792.998046875
499,147342.2357711792,103492.10918045044,128396.50390625
500,146647.81075286865,103506.77048110962,128254.00390625
501,138344.09378814697,98151.71022605896,123220.99609375
502,140881.73252868652,99754.41975212097,124847.001953125
503,140734.67681121826,100321.29667282104,125355.99609375
504,141019.9733657837,101063.79619979858,125960.498046875
505,137577.01008605957,98798.67066955566,123744.501953125
506,138521.65212249756,99390.61689376831,123534.00390625
507,141461.79874420166,100347.27082824707,124300.498046875
508,143984.19213867188,102174.46603775024,124035.99609375
509,145008.73287963867,102855.24674415588,125148.49609375
510,147660.18028259277,104354.12671470642,126605.498046875
511,148148.5334701538,104972.07957458496,128159.501953125
512,148098.58639526367,105496.5199508667,128307.998046875
513,150031.89710235596,107613.12936973572,126623.49609375
514,149949.98726654053,108541.9794998169,126932.5
515,150636.12050628662,109246.59993743896,125984.501953125
516,151680.72495269775,110034.39237213135,127110.0
517,152139.85893249512,110663.88314056396,127999.00390625
518,153950.5288772583,111267.9333229065,128610.99609375
519,157890.84239959717,114084.37199401855,129679.00390625
520,164731.8592453003,117780.34925079346,129402.5
521,163211.8588180542,117423.21257019043,128359.501953125
522,159071.37790679932,114574.84366989136,127701.50390625
523,159707.88108062744,115045.93894386292,129700.99609375
524,163109.05722808838,117469.28989219666,131370.99609375
525,165363.40717315674,117778.030626297,131070.0
526,163617.2542037964,116227.68429756165,130344.501953125
527,165492.08861541748,117646.51198387146,132158.49609375
528,170264.47480010986,118840.25632286072,132604.501953125
529,170003.21935272217,118503.98691749573,132610.0
530,172909.32592010498,121491.45272636414,133202.001953125
531,176719.98290252686,122360.84520149231,133642.5
532,180538.27906036377,122491.75252342224,134150.498046875
533,184180.97078704834,123424.5105266571,135243.49609375
534,186010.90464019775,124868.33915138245,135084.00390625
535,194958.66414642334,129836.57881736755,135722.5
536,197136.96474456787,131401.33969306946,136785.0
537,199723.8734817505,133090.8002910614,136919.00390625
538,198950.1891555786,136203.49735069275,137776.50390625
539,196817.24460601807,135859.59747505188,137945.498046875
540,194173.02980804443,134369.33288764954,136944.00390625
541,196691.14679718018,134957.84081077576,138152.001953125
542,198495.9085006714,135738.11170387268,138618.49609375
543,199584.4549484253,135582.59677886963,138521.50390625
544,201552.58560943604,136729.95009994507,139057.998046875
545,201573.24782562256,136486.65687179565,138085.99609375
546,199698.41484832764,134375.41055870056,137231.50390625
547,195365.13074493408,130682.79048347473,136845.498046875
548,198927.51056671143,132756.68795776367,137540.99609375
549,202194.97164154053,134811.93295669556,137890.99609375
550,202281.70623016357,135002.00623893738,137213.49609375
551,200544.40465545654,134367.03086662292,137662.5
552,200834.2049331665,134497.47987747192,138374.00390625
553,203012.23543548584,135600.79321479797,138310.498046875
554,201036.65145111084,134014.56244659424,137799.501953125
555,202142.27109527588,134580.43381500244,137715.498046875
556,201884.21073150635,134557.4993019104,137520.99609375
557,205733.06211090088,135941.48626327515,137924.501953125
558,208969.29195404053,137742.16101455688,138837.5
559,212633.8952102661,139046.28634643555,138721.50390625
560,214406.40775299072,138651.73014450073,139290.0
561,213989.15155792236,137621.6918449402,138307.001953125
562,216264.289604187,137900.3271484375,138259.501953125
