,equal_returns,industry_returns,NIFTY_returns
56,142470.62688827515,139865.80562067032,121044.10546875
57,144876.0249900818,142094.379342556,121871.5
58,144111.34363937378,139959.2135605812,120878.197265625
59,143303.86750411987,138693.51706171036,120692.697265625
60,143039.41055488586,138432.5466170311,121812.0
61,143185.8470363617,138738.406686306,123115.39453125
62,142577.8114681244,138718.6140847206,123793.0
63,142489.04872703552,139390.54987955093,125465.302734375
64,141620.62292099,138247.21891355515,125949.697265625
65,142747.85433197021,138964.6933207512,125035.5
66,143067.4543914795,139686.14353513718,125966.5
67,140561.07245635986,137989.0199971199,125440.802734375
68,139165.55938529968,136394.90452051163,125724.302734375
69,136081.2295036316,133998.4554591179,123752.39453125
70,136141.8488292694,133746.61622285843,123703.39453125
71,134575.12604141235,132574.31209611893,124777.89453125
72,137560.45069885254,136129.9995484352,126579.697265625
73,138805.22801589966,136344.56424093246,127836.89453125
74,138115.63554000854,137734.12573766708,129033.89453125
75,137358.31340026855,136709.08905267715,128697.89453125
76,138192.88724899292,137840.39317274094,129642.197265625
77,136407.3339061737,135841.93320322037,129248.802734375
78,134064.18530273438,134068.826441288,128394.10546875
79,133533.38456344604,133637.28354787827,130030.0
80,136072.66473960876,134934.19101285934,129390.89453125
81,134220.68669700623,132190.25940179825,128489.302734375
82,133745.13045310974,131267.47315645218,128546.0
83,134732.80984687805,130984.16300439835,127094.197265625
84,135799.4638519287,131829.6312470436,129094.802734375
85,137604.4068222046,132837.4199872017,129288.0
86,137899.09301948547,133495.77879953384,130412.89453125
87,139937.44684791565,135193.95661115646,130826.60546875
88,140499.9566631317,135569.90290498734,131805.197265625
89,141537.70407485962,136384.21001386642,132119.5
90,143011.89273643494,136491.48007440567,132032.697265625
91,144995.96131515503,137412.19654893875,132355.39453125
92,143203.3717918396,136400.6185154915,131047.10546875
93,143299.83566474915,136963.94375181198,131796.10546875
94,144835.15944480896,137965.3456673622,133394.197265625
95,147314.70942878723,139624.71175909042,133821.197265625
96,148168.1227760315,141021.2534918785,133208.0
97,152649.34176445007,144401.77062940598,133975.197265625
98,155248.7098121643,145275.69676160812,135022.39453125
99,154627.89180755615,146255.41172933578,135175.0
100,154615.27275657654,145596.93572092056,135985.60546875
101,153763.25112724304,144230.49994897842,136175.302734375
102,152773.40370559692,143229.91001939774,137020.197265625
103,144708.22459602356,136901.58634519577,133254.197265625
104,145388.39179992676,136338.7287592888,134237.0
105,146860.8724308014,138312.50315332413,135303.10546875
106,146416.4482574463,137691.89020109177,135530.60546875
107,145280.28281402588,136243.79977560043,133336.802734375
108,145244.97967910767,135673.32273244858,133352.89453125
109,143476.02944374084,134397.77223443985,132663.39453125
110,141510.8465461731,132655.25554704666,132108.302734375
111,144540.60027694702,134981.7165760994,133929.0
112,145245.4162788391,135642.11571455002,134295.10546875
113,146641.7061252594,136871.51929616928,134951.697265625
114,146553.28617477417,136610.76013803482,136072.39453125
115,147355.38056373596,137088.1395792961,136900.5
116,145545.72596549988,135959.87918233871,135980.0
117,144230.7883529663,134863.62721014023,135878.5
118,140046.17744255066,130866.39644384384,132427.5
119,138056.31624221802,128362.08295106888,131040.10546875
120,137973.0512123108,127753.80115175247,130766.39453125
121,133604.83866882324,123953.5362868309,127272.0
122,137847.32505607605,127085.44556045532,130230.89453125
123,141731.0749282837,130589.67936754227,132669.0
124,139878.9998435974,129504.06650972366,132521.302734375
125,139094.3426513672,128357.3123717308,132830.0
126,139727.1402206421,129150.68614530563,134509.302734375
127,140751.51490211487,129948.73179483414,135273.697265625
128,142518.56837272644,130645.05038118362,136758.39453125
129,141302.01559638977,129444.64939451218,137208.5
130,138955.65641403198,128015.869951725,138010.697265625
131,139754.71026229858,128650.79665708542,138547.60546875
132,138263.30624961853,126859.25215148926,138480.39453125
133,137303.5100440979,126103.62923049927,138355.802734375
134,135896.68549728394,124773.29251623154,138733.10546875
135,134388.0221710205,123563.48643255234,135746.197265625
136,135081.62551879883,124129.21286869049,136813.0
137,136837.23541641235,126265.62635183334,137975.697265625
138,136330.16956710815,125643.36022615433,138307.5
139,137268.36026000977,126656.86286973953,138637.89453125
140,138296.93693351746,128740.17672300339,138476.197265625
141,139186.7592868805,128963.70392179489,138970.39453125
142,137171.90601730347,127440.80215835571,137112.60546875
143,137957.7201271057,127830.24258756638,138521.697265625
144,138074.98559951782,127707.85948133469,136898.39453125
145,138054.25899887085,127657.91246843338,136353.10546875
146,139445.19635009766,129264.43955183029,136188.60546875
147,137386.3230228424,128097.71940755844,136388.802734375
148,137944.8740158081,128667.33596944809,137793.697265625
149,138295.86330604553,129087.62230062485,138749.89453125
150,141207.37544441223,131888.09589910507,141140.39453125
151,142381.8867263794,132968.67634916306,142514.5
152,144240.8025779724,133955.35823774338,144514.39453125
153,144500.64958953857,134738.68191671371,145811.5
154,146223.02059555054,136064.7010588646,147036.5
155,147147.58915138245,136150.0527319908,146843.302734375
156,150133.10369682312,137735.52605199814,147466.302734375
157,152188.71830177307,139778.54230451584,
158,157743.8527431488,142988.1599574089,149381.5
159,164789.33079338074,147552.23991632462,150282.39453125
160,161711.1108894348,145648.9148144722,148730.5
161,165430.65460205078,147961.74338006973,149893.197265625
162,168688.94095993042,151808.87908124924,150948.802734375
163,170244.63597679138,152974.90120267868,152315.89453125
164,174550.0646495819,155150.03193616867,150094.802734375
165,173990.99798202515,154586.32242822647,151482.197265625
166,177785.78912353516,157061.73640966415,152112.197265625
167,179808.6088218689,160115.37029218674,153737.60546875
168,180631.3049850464,162015.6689105034,154059.60546875
169,184842.02025222778,164687.95979642868,154555.89453125
170,184590.5717906952,164891.25106954575,155749.39453125
171,186517.7264289856,167122.92930173874,157029.0
172,187785.164144516,168046.50731420517,157286.60546875
173,186880.14250183105,168191.5291581154,158582.302734375
174,184456.16073989868,166072.17935609818,158024.39453125
175,192658.0473098755,172301.47266817093,158445.10546875
176,196238.25087738037,175925.44998121262,159059.0
177,194735.75687217712,174224.3199648857,159180.10546875
178,194756.48140716553,174977.5401816368,160526.89453125
179,195942.1247730255,175600.24526548386,160894.39453125
180,192364.62511444092,173037.67049074173,161015.5
181,180021.0327987671,162063.73335123062,155545.0
182,182075.63406944275,163618.55881929398,157106.0
183,187384.02080726624,166896.19289064407,159203.197265625
184,190653.58521652222,169046.69240045547,160599.0
185,192839.59157943726,170229.6281132698,162131.302734375
186,192587.36867141724,170226.81683397293,162583.5
187,192243.25225830078,170329.22575044632,163180.60546875
188,190308.51391410828,169537.79077386856,163301.697265625
189,191709.99897956848,170367.51593637466,
190,193624.1202507019,172025.09271097183,165730.697265625
191,192970.49498939514,172215.85460329056,166783.5
192,194520.56142807007,173660.07972955704,166376.10546875
193,195302.08582687378,174313.36853265762,166770.89453125
194,195586.39893722534,175030.55753183365,169003.89453125
195,195739.11311149597,175440.30584192276,170136.5
196,199146.0404548645,178276.34523439407,170862.39453125
197,197678.70064926147,178097.47560548782,170620.89453125
198,196370.46612739563,177744.81664514542,171018.5
199,194219.36179351807,174759.13057756424,169082.302734375
200,189254.70017242432,170431.59941911697,166912.302734375
201,192944.7180328369,173829.0659031868,169791.39453125
202,193374.79561805725,174642.93910074234,171142.39453125
203,189212.99433898926,170869.06293916702,170268.802734375
204,187337.06356430054,169032.90605592728,168008.5
205,188619.93976783752,168160.63580942154,166457.302734375
206,187677.5111808777,164869.1302189827,163694.39453125
207,187988.2288093567,165762.78858613968,162241.197265625
208,188194.58840942383,165211.50237321854,160279.10546875
209,191135.00987243652,167157.86287736893,166827.60546875
210,198256.3238658905,171726.95285272598,170791.0
211,198860.35375213623,173022.8269352913,172482.197265625
212,205597.1898880005,177288.35240221024,174047.39453125
213,204007.48342704773,175706.48314142227,173963.39453125
214,207677.0678100586,177701.61686754227,176223.697265625
215,204572.0645198822,175870.88983392715,176124.302734375
216,204323.27425956726,175325.486887455,176379.802734375
217,209547.57166671753,178383.41912317276,177242.89453125
218,208291.6735420227,176576.84538698196,177165.197265625
219,213049.86587524414,178813.5827946663,178894.197265625
220,220998.9728565216,182700.16141176224,179106.302734375
221,226577.53506851196,186235.55873918533,178409.802734375
222,230222.0457019806,190146.1057677269,177965.302734375
223,232928.33913612366,190340.819293499,176188.697265625
224,233515.2247581482,189210.61245250702,173021.197265625
225,243945.07915115356,196351.306142807,173737.302734375
226,246502.7687034607,198248.2754392624,176418.302734375
227,249904.41249465942,202224.5136694908,177995.39453125
228,245277.7405090332,198568.15283870697,172585.10546875
229,249037.21195983887,202122.33128118515,175201.697265625
230,253473.90692138672,205029.3281621933,177317.10546875
231,262035.6255683899,209568.68773460388,180752.697265625
232,262408.21968460083,209536.301217556,179689.39453125
233,264798.7950325012,210665.33979988098,177591.5
234,271910.41150283813,216580.2718577385,177870.802734375
235,266316.8035888672,212139.01069307327,178686.302734375
236,267761.2635536194,212917.5072464943,179724.39453125
237,267136.790473938,212307.1613087654,178360.10546875
238,265680.46301651,210767.6311659813,177187.60546875
239,265960.0146331787,211710.44759321213,177223.302734375
240,259276.0626335144,207319.62194395065,174524.10546875
241,253832.45085525513,203097.05820035934,172487.802734375
242,253076.31059265137,203726.5305018425,174448.5
243,259922.38529968262,207365.0256037712,174785.89453125
244,267287.5789642334,211376.0978140831,175887.697265625
245,265000.00175094604,209590.0502858162,172806.302734375
246,257131.30135154724,204110.81676340103,169951.697265625
247,261547.74704170227,205868.19900465012,172130.10546875
248,264369.9807624817,207442.19026136398,175476.10546875
249,264369.9807624817,207442.19026136398,174437.302734375
250,272384.46168518066,212991.99809789658,176751.5
251,266907.5610733032,209727.51436376572,174225.89453125
252,269264.9453468323,211388.13174962997,175058.89453125
253,270868.4595603943,212896.5980410576,176783.697265625
254,276538.2434387207,213391.34405231476,177628.60546875
255,275239.42987823486,213374.74006938934,177429.10546875
256,259637.11267852783,202206.2828412056,170382.89453125
257,264402.71028518677,205535.09181261063,172659.302734375
258,264117.9954223633,206661.8790922165,173371.89453125
259,264657.81185913086,208231.5347623825,174218.197265625
260,258189.82863235474,203506.34043598175,171115.802734375
261,259966.13246154785,204725.36287021637,170821.10546875
262,265500.79904174805,206771.76743984222,171894.197265625
263,270240.75954055786,210590.32437038422,171523.89453125
264,272160.7109413147,212008.46583890915,173081.39453125
265,277136.0290031433,215135.24250268936,175121.197265625
266,278047.4620513916,216399.7315673828,177296.802734375
267,277954.0946159363,217483.2356519699,177504.697265625
268,281578.895942688,221881.00437498093,175146.39453125
269,281412.7462539673,223783.4247455597,175579.0
270,282705.1794281006,225255.5389289856,174251.802734375
271,284671.19190216064,226886.78035354614,175827.5
272,285543.426448822,228191.02528762817,177072.10546875
273,288944.4263381958,229474.03564834595,177928.89453125
274,296334.5100479126,235320.26631641388,179424.10546875
275,309165.7770462036,243020.70749759674,179037.0
276,306302.1262512207,242247.94410037994,177576.802734375
277,298533.9974517822,236334.88311862946,176655.60546875
278,299730.4575576782,237305.52015924454,179454.89453125
279,306106.8962020874,242391.47548151016,181792.89453125
280,310329.54608917236,243068.68701028824,181371.5
281,307059.263420105,239905.19103479385,180355.802734375
282,310580.0758666992,242866.98290109634,182895.39453125
283,319540.4916381836,245404.9183869362,183519.802734375
284,319048.92724609375,244731.1029267311,183527.5
285,324497.34375,251023.9211640358,184356.302734375
286,331649.46099090576,252996.91269922256,184973.0
287,338810.02671813965,253442.0640358925,185684.197265625
288,345647.3299255371,255502.08022260666,187214.39453125
289,349072.5913467407,258602.3238825798,186991.10546875
290,365847.91329956055,269032.5200190544,187885.0
291,369934.39152526855,272339.40504026413,189372.5
292,374780.1620788574,275896.1829676628,189560.10546875
293,373334.699798584,282262.51052713394,190760.60546875
294,369340.51418304443,281464.84744501114,190997.197265625
295,364364.4780960083,278313.7348122597,189595.10546875
296,369093.7682876587,279553.10411691666,191286.302734375
297,372476.22566223145,281266.8924508095,191939.39453125
298,374515.06482696533,281046.5260219574,191803.60546875
299,378211.19314575195,283496.3559541702,192554.697265625
300,378242.99729156494,282989.1295366287,191193.89453125
301,374721.2646331787,278620.6935868263,189997.60546875
302,366596.45279693604,270898.13678216934,189457.197265625
303,373279.4566040039,275200.35803318024,190430.89453125
304,379406.4086151123,279523.1983451843,190920.89453125
305,379566.5943222046,279936.55818128586,189972.39453125
306,376303.41428375244,278584.79428339005,190601.0
307,376844.7918624878,278852.1855134964,191597.10546875
308,380935.2657318115,281172.96888303757,191508.197265625
309,377238.3082885742,277916.60713386536,190792.802734375
310,379315.5305252075,279091.7067556381,190675.197265625
311,378828.10691070557,279046.8009080887,190402.89453125
312,386037.8595046997,282033.4149198532,190967.802734375
313,392100.482131958,285884.2912559509,192246.0
314,398969.9423904419,288677.4483909607,192083.60546875
315,402295.34716796875,287987.63601875305,192879.5
316,401524.6584701538,285918.37599658966,191503.302734375
317,405788.9777069092,286625.6234550476,191436.802734375
318,409596.39906311035,286866.52830791473,191731.5
319,406512.6026687622,286176.89455127716,192849.39453125
320,399369.2649383545,283410.98761987686,193300.89453125
321,391205.7921066284,278549.2360725403,194130.39453125
322,398007.07710266113,281890.59827661514,194438.39453125
323,400700.62549591064,283150.05708408356,192723.39453125
324,393074.90757751465,278238.4095020294,190983.89453125
325,391666.2257614136,280428.9428253174,193428.302734375
326,387053.296585083,279019.0915660858,193663.5
327,390302.7919692993,279099.1560649872,193496.89453125
328,394274.16413879395,279669.8636612892,192589.697265625
329,399668.12687683105,280543.5022058487,192153.60546875
330,393458.1439437866,279104.0455317497,193058.0
331,388792.2465286255,278649.33899497986,193345.0
332,393780.6761627197,286332.7146244049,195017.302734375
333,401198.34400177,292396.8681511879,197194.302734375
334,392707.0640487671,285791.4714012146,197616.39453125
335,383065.6185760498,281681.6362667084,197787.197265625
336,380306.81705474854,282003.67637968063,197410.60546875
337,378174.0158996582,280733.64500904083,197136.197265625
338,365401.94146728516,270113.55449676514,196544.0
339,362628.3911819458,268933.3814430237,196317.197265625
340,369401.7091140747,274413.6282978058,197652.802734375
341,365448.445892334,273570.82954740524,198959.697265625
342,362711.5959472656,272701.61028909683,199036.697265625
343,358013.192276001,271314.6301307678,199628.89453125
344,353478.8131637573,267375.4343485832,199383.197265625
345,350456.65951538086,262850.24421167374,197260.802734375
346,339174.99658203125,255192.91506433487,197073.197265625
347,346408.0087966919,262295.8645043373,198931.0
348,347432.7794418335,266747.1830444336,199355.89453125
349,349406.6613769531,267737.1432466507,199542.802734375
350,353064.42489624023,269150.0551080704,200740.5
351,356294.7444229126,272372.7000770569,203616.10546875
352,357002.7650985718,272985.39066267014,205828.10546875
353,356270.0277557373,273880.037984848,205764.39453125
354,357171.4822692871,273354.40019226074,207626.39453125
355,362152.2143173218,279036.3260116577,208675.697265625
356,372806.91343688965,281543.0185136795,209327.39453125
357,367678.6943740845,276912.8370242119,209025.0
358,382495.0459213257,286027.747879982,209295.89453125
359,381371.5604171753,286832.8632912636,209755.802734375
360,384289.4161911011,288575.6484284401,209976.302734375
361,382068.4807128906,288718.11207151413,210706.39453125
362,387182.96353912354,295049.3248023987,212333.197265625
363,385107.1116409302,294780.83394241333,213514.10546875
364,381888.62629699707,289394.4175982475,212427.0
365,371811.5643463135,282937.56541633606,209620.0
366,371821.7445907593,286505.7926387787,211293.697265625
367,373753.0317764282,287545.72321891785,211913.197265625
368,375981.94775390625,288674.49827528,214921.802734375
369,373345.24615478516,287701.5592303276,214732.802734375
370,378471.2661590576,291254.5331134796,214692.197265625
371,383653.94271087646,297902.44839954376,213383.89453125
372,389349.89724731445,300563.3327665329,213262.802734375
373,388992.6793746948,301316.4219560623,212782.60546875
374,389468.03203582764,303099.37496089935,212240.802734375
375,393738.6896057129,304556.6208152771,214581.60546875
376,406011.0085144043,315460.0108385086,215966.89453125
377,404651.67847442627,314373.4593486786,213929.197265625
378,407142.1490020752,317461.4206905365,216107.60546875
379,404758.39795684814,316503.3877849579,217158.302734375
380,405087.0608444214,322538.00773334503,218037.5
381,404765.4594192505,323005.9015426636,218792.10546875
382,403518.5623245239,319631.2023487091,220885.10546875
383,398869.90939331055,316777.65218257904,222815.0
384,402009.5170440674,317420.1903562546,224451.60546875
385,394823.96408843994,309896.8010892868,222655.39453125
386,386156.52044677734,301886.92351436615,220006.60546875
387,388517.99193573,303013.5697584152,218872.60546875
388,383271.22551727295,297494.6459827423,217641.302734375
389,381213.7952270508,296177.878452301,216726.39453125
390,386488.1937713623,300274.29932403564,219040.60546875
391,389578.75843048096,301701.05735969543,218826.39453125
392,378502.4917831421,293814.34117794037,214717.39453125
393,367806.3148651123,289559.63135433197,213262.10546875
394,368401.2465438843,291967.0284690857,216283.302734375
395,367518.1109466553,292308.9986791611,216450.60546875
396,369277.99714660645,291986.19783115387,216004.0
397,374165.5405654907,294662.9508237839,217322.10546875
398,377978.47563171387,296718.2022218704,219327.60546875
399,379405.4302597046,298573.21802806854,219632.802734375
400,379293.1424102783,297979.8122854233,219340.89453125
401,376764.19745635986,294998.2549352646,217800.89453125
402,378077.9269180298,294586.3036441803,220151.5
403,372750.9995651245,290768.1893930435,220341.89453125
404,370212.3330230713,288390.5053396225,219401.10546875
405,365211.42696380615,286863.9348964691,218414.802734375
406,361953.5827178955,283130.6778268814,216281.197265625
407,349517.2640609741,272463.7409925461,211719.302734375
408,358650.5108642578,277404.96820163727,213554.697265625
409,360424.29555511475,279157.9668722153,212696.5
410,357603.6940536499,277951.944729805,214153.89453125
411,347026.7762680054,269629.26490688324,207946.302734375
412,335383.61279296875,262361.02267456055,207235.802734375
413,337565.6665878296,264607.9798412323,207122.39453125
414,341409.2484970093,266812.3489809036,209031.302734375
415,348124.73265838623,270720.1671972275,211680.802734375
416,352565.542678833,272628.99473953247,210033.697265625
417,343520.5757598877,267394.64438533783,206702.39453125
418,345059.40676116943,271252.0747117996,209728.5
419,347352.1924133301,275175.55498695374,213071.0
420,347443.66093444824,277494.30198955536,213817.89453125
421,348059.43198394775,280564.5165052414,214215.5
422,345946.8938140869,279009.18045425415,212945.0
423,344942.51361846924,277812.7021818161,212651.0
424,345114.97967529297,278202.88175678253,211388.89453125
425,343566.6424789429,275755.10388088226,211155.802734375
426,335615.3281173706,268741.16795635223,207469.60546875
427,323183.96047210693,258082.76572322845,202255.302734375
428,326978.85987854004,260139.88084316254,204505.10546875
429,332848.11528778076,264822.57445049286,207002.0
430,336545.5410385132,267609.97486782074,208565.802734375
431,332192.7127532959,265621.6990995407,207352.697265625
432,331799.13315582275,264563.52104759216,208231.89453125
433,345219.4949645996,272139.2110481262,210195.39453125
434,339690.8797836304,269071.21338558197,210133.10546875
435,338346.21043395996,269446.0110139847,209834.197265625
436,339148.6791610718,271251.7679710388,211992.302734375
437,343747.91706085205,277232.95164203644,214909.89453125
438,344996.1309585571,277254.5488100052,216508.0
439,361129.7423248291,282803.47155857086,217595.10546875
440,368708.8441925049,289839.7160873413,216106.89453125
441,367312.05992126465,293227.4386167526,216925.197265625
442,371091.36305999756,297950.52231884,218983.197265625
443,365792.09506225586,295376.7488965988,219473.197265625
444,368185.7793045044,296202.9877624512,221396.10546875
445,369533.4432449341,297793.6976804733,222140.197265625
446,372831.5635070801,297838.8431940079,222271.10546875
447,371356.1582183838,299367.053232193,222983.0
448,372027.9828186035,300178.7963628769,220068.89453125
449,372736.2116165161,301248.35890865326,218660.5
450,371389.19214630127,299055.21803951263,217100.89453125
451,360655.1299133301,291390.5609693527,214576.697265625
452,346952.12756347656,279454.54068660736,208014.197265625
453,352791.094619751,283902.516702652,209696.302734375
454,351934.4125518799,285492.21095466614,207561.302734375
455,356291.22721099854,288569.22881507874,208171.0
456,356765.59770202637,290837.6922864914,210945.802734375
457,354283.397857666,289589.9413022995,213672.302734375
458,360564.994430542,295602.5090379715,216152.39453125
459,361650.76432037354,299607.8861026764,213948.10546875
460,355270.59342956543,299567.82138061523,213241.802734375
461,347334.4299926758,298442.4108915329,210233.89453125
462,346786.5097808838,294364.7008666992,210044.197265625
463,346900.50929260254,292805.30098056793,212274.39453125
464,346345.30016326904,291106.28472042084,213616.302734375
465,342993.44622802734,290694.7650461197,210523.697265625
466,329724.2600097656,278301.33138370514,203651.10546875
467,331471.2948226929,279833.9965810776,209323.197265625
468,335268.51236724854,281805.0823364258,209104.10546875
469,333362.9263687134,281728.84850502014,208854.197265625
470,331453.746131897,278136.5509519577,207995.302734375
471,322703.29637145996,273086.5778207779,206404.89453125
472,315517.64002227783,268568.0100097656,204892.197265625
473,316557.6113128662,271387.3647069931,205142.802734375
474,293822.3741455078,256801.25150966644,194905.302734375
475,306560.6117401123,266478.41429805756,200669.10546875
476,312676.8436355591,270821.5044078827,202356.802734375
477,314795.5294265747,276441.54186820984,200842.697265625
478,319575.47705078125,279579.82309913635,199948.802734375
479,314556.31298065186,274601.3487558365,196549.60546875
480,313917.27475738525,277334.41289711,191945.0
481,322688.7283630371,282681.40772533417,193940.0
482,326097.3454437256,284258.22180080414,197759.89453125
483,327133.5758743286,286343.25775051117,200691.5
484,331849.14696502686,291406.9123477936,201365.60546875
485,331391.882774353,289604.7681837082,203289.89453125
486,327249.67810058594,282995.37649440765,201067.39453125
487,335954.9097061157,286991.59134960175,204790.697265625
488,335475.26583099365,288192.12812042236,208149.302734375
489,336217.24855804443,294533.71161556244,206478.39453125
490,342061.18114471436,299786.15142059326,208182.197265625
491,340276.5266799927,298461.2599630356,207777.60546875
492,338686.61334228516,298481.19546699524,207836.39453125
493,336994.1092147827,297154.4987106323,207169.302734375
494,331922.4501953125,293603.4843854904,207507.39453125
495,329999.15102386475,291323.4471435547,208712.10546875
496,329930.6785507202,291542.521774292,210602.10546875
497,329930.6785507202,291542.521774292,210568.5
498,339351.72272109985,298654.0914821625,213267.697265625
499,343424.80560302734,302327.9929924011,217424.302734375
500,353284.307182312,307886.93109321594,217512.5
501,359451.2627258301,313579.02052879333,216636.10546875
502,360928.31993865967,312750.89081954956,214863.0
503,362383.9973602295,314658.5710144043,216839.10546875
504,372914.47873687744,321345.6612300873,216602.5
505,371231.88482284546,316829.8616333008,214351.302734375
506,374625.8331680298,319384.06250953674,213985.197265625
507,375525.1131439209,319836.68434906006,211010.197265625
508,385031.1763763428,322797.3930530548,208218.60546875
509,400631.6601867676,330858.2944545746,209949.697265625
510,403032.16942596436,335864.7923679352,212800.802734375
511,403535.94539642334,334434.30954170227,210573.39453125
512,390636.4735336304,325464.64171409607,207467.5
513,390803.148727417,326307.3238220215,210622.39453125
514,391161.50592041016,324645.0317764282,208629.5
515,399383.34259033203,328742.72049713135,210840.10546875
516,408534.2315750122,328735.64997673035,209012.39453125
517,418366.7377166748,330766.9818878174,208353.697265625
518,412754.22385406494,325629.1415653229,203552.39453125
519,410601.9085083008,324764.8322658539,203582.5
520,408958.78536224365,321990.40107154846,200086.0
521,403495.9599990845,317250.2813796997,197930.0
522,392640.6678695679,310410.70228767395,196028.802734375
523,382286.8365020752,303531.3296070099,194850.697265625
524,372864.85305023193,297788.492146492,190559.0
525,378932.8091659546,300425.4224948883,190646.5
526,391514.36027526855,305616.7325820923,192042.302734375
527,410677.97341918945,318000.7313404083,197010.197265625
528,422409.9400253296,322692.4805049896,196900.302734375
529,419382.2349014282,317784.50113487244,191758.10546875
530,433292.22955322266,326926.8987827301,196576.197265625
531,422009.59996795654,320537.10254096985,195746.697265625
532,410503.82175445557,314467.08972358704,194507.0
533,398382.65351867676,305458.09153079987,192274.0
534,402091.81021118164,307398.44430828094,194161.197265625
535,394490.6935043335,304890.6222457886,196269.60546875
536,396856.5940170288,308306.73368644714,200212.697265625
537,410364.47103118896,315330.14374923706,199719.89453125
538,415915.5522079468,317654.35070991516,199206.10546875
539,416355.54850006104,318727.89884757996,200396.802734375
540,421276.3134841919,320046.95979881287,199136.10546875
541,434096.891494751,325735.59417915344,198802.89453125
542,464486.24282836914,341312.4445209503,197143.89453125
543,472158.40882873535,344932.7687931061,196462.10546875
544,477816.64154052734,347898.63339805603,197724.89453125
545,469763.1372909546,341579.0542049408,194990.0
546,451490.80306243896,328706.1025085449,189882.10546875
547,430217.01097869873,318963.8322162628,189481.697265625
548,442273.4450683594,322650.85944366455,189377.39453125
549,423534.8071670532,311059.2294807434,185294.302734375
550,419551.117225647,305763.3407115936,183972.0
551,380450.2309112549,283807.5600557327,183356.0
552,407769.432510376,302008.55026626587,187432.10546875
553,406555.3204803467,300131.30293655396,184714.0
554,403649.9857330322,299963.6995153427,186548.697265625
555,404003.92597961426,301794.08391952515,188560.5
556,403374.71169281006,303355.0341835022,190269.197265625
557,422049.38916778564,312980.8912830353,190545.0
558,425595.0768432617,314887.8916988373,189895.39453125
559,415866.310798645,309912.0202732086,189471.197265625
560,397726.79290008545,300907.3836841583,189567.802734375
561,394174.2794494629,299768.75986099243,190662.60546875
562,388354.87928009033,297210.784532547,190511.39453125
563,377120.4088821411,292299.67083644867,192883.697265625
564,380395.28813171387,295965.368724823,194763.89453125
565,383204.10119628906,297677.93907546997,195641.0
566,386427.8887939453,299736.35317611694,196461.39453125
567,385857.92360687256,298152.4205303192,194951.5
568,383154.5568161011,296591.8820848465,194222.802734375
